drug,fold,role,model_id
gemcitabine,3,fit,ACH-000835
gemcitabine,3,fit,ACH-000792
gemcitabine,3,fit,ACH-000486
gemcitabine,3,fit,ACH-000092
gemcitabine,3,fit,ACH-000800
gemcitabine,3,fit,ACH-000573
gemcitabine,3,fit,ACH-000732
gemcitabine,3,fit,ACH-000776
gemcitabine,3,fit,ACH-000643
gemcitabine,3,fit,ACH-000965
gemcitabine,3,fit,ACH-000628
gemcitabine,3,fit,ACH-001075
gemcitabine,3,fit,ACH-000901
gemcitabine,3,fit,ACH-000747
gemcitabine,3,fit,ACH-000471
gemcitabine,3,fit,ACH-000504
gemcitabine,3,fit,ACH-000599
gemcitabine,3,fit,ACH-000270
gemcitabine,3,fit,ACH-001318
gemcitabine,3,fit,ACH-000098
gemcitabine,3,fit,ACH-000810
gemcitabine,3,fit,ACH-000627
gemcitabine,3,fit,ACH-000207
gemcitabine,3,fit,ACH-000191
gemcitabine,3,fit,ACH-000174
gemcitabine,3,fit,ACH-000849
gemcitabine,3,fit,ACH-000502
gemcitabine,3,fit,ACH-000693
gemcitabine,3,fit,ACH-000141
gemcitabine,3,fit,ACH-000488
gemcitabine,3,fit,ACH-000237
gemcitabine,3,fit,ACH-000651
gemcitabine,3,fit,ACH-000163
gemcitabine,3,fit,ACH-000040
gemcitabine,3,fit,ACH-000090
gemcitabine,3,fit,ACH-000671
gemcitabine,3,fit,ACH-000476
gemcitabine,3,fit,ACH-000738
gemcitabine,3,fit,ACH-000756
gemcitabine,3,fit,ACH-000601
gemcitabine,3,fit,ACH-000967
gemcitabine,3,fit,ACH-000211
gemcitabine,3,fit,ACH-000666
gemcitabine,3,fit,ACH-000777
gemcitabine,3,fit,ACH-000359
gemcitabine,3,fit,ACH-000748
gemcitabine,3,fit,ACH-000966
gemcitabine,3,fit,ACH-000015
gemcitabine,3,fit,ACH-000955
gemcitabine,3,fit,ACH-000013
gemcitabine,3,calibration,ACH-000361
gemcitabine,3,calibration,ACH-000766
gemcitabine,3,calibration,ACH-000994
gemcitabine,3,calibration,ACH-001239
gemcitabine,3,calibration,ACH-000976
gemcitabine,3,calibration,ACH-000364
gemcitabine,3,calibration,ACH-000977
gemcitabine,3,calibration,ACH-000352
gemcitabine,3,calibration,ACH-000397
gemcitabine,3,calibration,ACH-000022
gemcitabine,3,calibration,ACH-000332
gemcitabine,3,calibration,ACH-000407
gemcitabine,3,calibration,ACH-000878
gemcitabine,3,calibration,ACH-000971
gemcitabine,3,calibration,ACH-000159
gemcitabine,3,calibration,ACH-000896
gemcitabine,3,calibration,ACH-000390
gemcitabine,3,calibration,ACH-000730
gemcitabine,3,calibration,ACH-000415
gemcitabine,3,calibration,ACH-000618
gemcitabine,3,calibration,ACH-000716
gemcitabine,3,calibration,ACH-000996
gemcitabine,3,calibration,ACH-000008
gemcitabine,3,calibration,ACH-000469
gemcitabine,3,calibration,ACH-000035
gemcitabine,3,calibration,ACH-000750
gemcitabine,3,calibration,ACH-000905
gemcitabine,3,calibration,ACH-000822
gemcitabine,3,calibration,ACH-000778
gemcitabine,3,calibration,ACH-000906
gemcitabine,3,calibration,ACH-000123
gemcitabine,3,calibration,ACH-000694
gemcitabine,3,calibration,ACH-000108
gemcitabine,3,calibration,ACH-000391
gemcitabine,3,calibration,ACH-000219
gemcitabine,3,calibration,ACH-000153
gemcitabine,3,calibration,ACH-000528
gemcitabine,3,calibration,ACH-000589
gemcitabine,3,calibration,ACH-000973
gemcitabine,3,calibration,ACH-000096
gemcitabine,3,calibration,ACH-000572
gemcitabine,3,calibration,ACH-000217
gemcitabine,3,calibration,ACH-000457
gemcitabine,3,calibration,ACH-000592
gemcitabine,3,calibration,ACH-000331
gemcitabine,3,calibration,ACH-000335
gemcitabine,3,calibration,ACH-000684
gemcitabine,3,calibration,ACH-000582
gemcitabine,3,test,ACH-000351
gemcitabine,3,test,ACH-000678
gemcitabine,3,test,ACH-000587
gemcitabine,3,test,ACH-000856
gemcitabine,3,test,ACH-000223
gemcitabine,3,test,ACH-000481
gemcitabine,3,test,ACH-000545
gemcitabine,3,test,ACH-000484
gemcitabine,3,test,ACH-000997
gemcitabine,3,test,ACH-000758
gemcitabine,3,test,ACH-000954
gemcitabine,3,test,ACH-000836
gemcitabine,3,test,ACH-000890
gemcitabine,3,test,ACH-000037
gemcitabine,3,test,ACH-000420
gemcitabine,3,test,ACH-000679
gemcitabine,3,test,ACH-000853
gemcitabine,3,test,ACH-000155
gemcitabine,3,test,ACH-000188
gemcitabine,3,test,ACH-000680
gemcitabine,3,test,ACH-000614
gemcitabine,3,test,ACH-000637
gemcitabine,3,test,ACH-000855
gemcitabine,3,test,ACH-000393
gemcitabine,3,test,ACH-000277
gemcitabine,3,test,ACH-000803
gemcitabine,3,test,ACH-000537
gemcitabine,3,test,ACH-000735
gemcitabine,3,test,ACH-000882
gemcitabine,3,test,ACH-000605
gemcitabine,3,test,ACH-000688
gemcitabine,3,test,ACH-000367
gemcitabine,3,test,ACH-000099
gemcitabine,3,test,ACH-000086
gemcitabine,3,test,ACH-000843
gemcitabine,3,test,ACH-000433
gemcitabine,3,test,ACH-001307
gemcitabine,3,test,ACH-000535
gemcitabine,3,test,ACH-000759
gemcitabine,3,test,ACH-000450
gemcitabine,3,test,ACH-000913
gemcitabine,3,test,ACH-000189
gemcitabine,3,test,ACH-000308
gemcitabine,3,test,ACH-000445
gemcitabine,3,test,ACH-000048
gemcitabine,3,test,ACH-000133
gemcitabine,3,test,ACH-000493
gemcitabine,3,test,ACH-000841
gemcitabine,3,test,ACH-000720
gemcitabine,3,test,ACH-000948
gemcitabine,3,test,ACH-000939
gemcitabine,3,test,ACH-000961
gemcitabine,3,test,ACH-000228
gemcitabine,3,test,ACH-000620
gemcitabine,3,test,ACH-000281
gemcitabine,3,test,ACH-000959
gemcitabine,3,test,ACH-000579
gemcitabine,3,test,ACH-000781
gemcitabine,3,test,ACH-001128
gemcitabine,3,test,ACH-000052
gemcitabine,4,fit,ACH-000361
gemcitabine,4,fit,ACH-000155
gemcitabine,4,fit,ACH-000097
gemcitabine,4,fit,ACH-000778
gemcitabine,4,fit,ACH-000694
gemcitabine,4,fit,ACH-000662
gemcitabine,4,fit,ACH-000788
gemcitabine,4,fit,ACH-000397
gemcitabine,4,fit,ACH-000484
gemcitabine,4,fit,ACH-000758
gemcitabine,4,fit,ACH-000383
gemcitabine,4,fit,ACH-000843
gemcitabine,4,fit,ACH-000852
gemcitabine,4,fit,ACH-000939
gemcitabine,4,fit,ACH-000019
gemcitabine,4,fit,ACH-000108
gemcitabine,4,fit,ACH-000052
gemcitabine,4,fit,ACH-000486
gemcitabine,4,fit,ACH-000896
gemcitabine,4,fit,ACH-000141
gemcitabine,4,fit,ACH-000955
gemcitabine,4,fit,ACH-000535
gemcitabine,4,fit,ACH-000680
gemcitabine,4,fit,ACH-000351
gemcitabine,4,fit,ACH-000811
gemcitabine,4,fit,ACH-000800
gemcitabine,4,fit,ACH-000407
gemcitabine,4,fit,ACH-000222
gemcitabine,4,fit,ACH-000307
gemcitabine,4,fit,ACH-000329
gemcitabine,4,fit,ACH-000237
gemcitabine,4,fit,ACH-001307
gemcitabine,4,fit,ACH-000415
gemcitabine,4,fit,ACH-000967
gemcitabine,4,fit,ACH-000437
gemcitabine,4,fit,ACH-000890
gemcitabine,4,fit,ACH-000978
gemcitabine,4,fit,ACH-000637
gemcitabine,4,fit,ACH-000720
gemcitabine,4,fit,ACH-000493
gemcitabine,4,fit,ACH-000748
gemcitabine,4,fit,ACH-000648
gemcitabine,4,fit,ACH-000331
gemcitabine,4,fit,ACH-000322
gemcitabine,4,fit,ACH-000264
gemcitabine,4,fit,ACH-000528
gemcitabine,4,fit,ACH-000191
gemcitabine,4,fit,ACH-000411
gemcitabine,4,fit,ACH-001075
gemcitabine,4,fit,ACH-000389
gemcitabine,4,fit,ACH-000573
gemcitabine,4,fit,ACH-000968
gemcitabine,4,fit,ACH-000012
gemcitabine,4,fit,ACH-000688
gemcitabine,4,fit,ACH-000480
gemcitabine,4,fit,ACH-000684
gemcitabine,4,fit,ACH-000792
gemcitabine,4,fit,ACH-000098
gemcitabine,4,fit,ACH-000223
gemcitabine,4,fit,ACH-000277
gemcitabine,4,fit,ACH-000503
gemcitabine,4,fit,ACH-000429
gemcitabine,4,fit,ACH-000768
gemcitabine,4,fit,ACH-000207
gemcitabine,4,fit,ACH-000133
gemcitabine,4,fit,ACH-000532
gemcitabine,4,fit,ACH-000899
gemcitabine,4,fit,ACH-000810
gemcitabine,4,fit,ACH-000622
gemcitabine,4,fit,ACH-000359
gemcitabine,4,fit,ACH-000505
gemcitabine,4,fit,ACH-000848
gemcitabine,4,fit,ACH-000219
gemcitabine,4,fit,ACH-000139
gemcitabine,4,fit,ACH-000819
gemcitabine,4,fit,ACH-000771
gemcitabine,4,fit,ACH-000669
gemcitabine,4,fit,ACH-000901
gemcitabine,4,fit,ACH-000803
gemcitabine,4,fit,ACH-000545
gemcitabine,4,fit,ACH-000481
gemcitabine,4,fit,ACH-000450
gemcitabine,4,fit,ACH-000599
gemcitabine,4,fit,ACH-000395
gemcitabine,4,fit,ACH-000965
gemcitabine,4,fit,ACH-000716
gemcitabine,4,fit,ACH-000316
gemcitabine,4,fit,ACH-000841
gemcitabine,4,fit,ACH-000791
gemcitabine,4,fit,ACH-000390
gemcitabine,4,fit,ACH-000463
gemcitabine,4,fit,ACH-000153
gemcitabine,4,fit,ACH-000878
gemcitabine,4,fit,ACH-000628
gemcitabine,4,fit,ACH-000682
gemcitabine,4,fit,ACH-000579
gemcitabine,4,fit,ACH-000393
gemcitabine,4,fit,ACH-000332
gemcitabine,4,fit,ACH-000834
gemcitabine,4,fit,ACH-000587
gemcitabine,4,fit,ACH-000906
gemcitabine,4,fit,ACH-000188
gemcitabine,4,fit,ACH-000527
gemcitabine,4,fit,ACH-000244
gemcitabine,4,fit,ACH-000376
gemcitabine,4,fit,ACH-000189
gemcitabine,4,fit,ACH-000759
gemcitabine,4,fit,ACH-000620
gemcitabine,4,fit,ACH-000976
gemcitabine,4,fit,ACH-000292
gemcitabine,4,fit,ACH-001128
gemcitabine,4,fit,ACH-000849
gemcitabine,4,fit,ACH-000681
gemcitabine,4,fit,ACH-000037
gemcitabine,4,fit,ACH-000898
gemcitabine,4,fit,ACH-000096
gemcitabine,4,fit,ACH-000666
gemcitabine,4,fit,ACH-000035
gemcitabine,4,fit,ACH-000783
gemcitabine,4,fit,ACH-000601
gemcitabine,4,fit,ACH-000866
gemcitabine,4,fit,ACH-000504
gemcitabine,4,fit,ACH-000042
gemcitabine,4,fit,ACH-000288
gemcitabine,4,fit,ACH-000048
gemcitabine,4,fit,ACH-000678
gemcitabine,4,fit,ACH-000905
gemcitabine,4,fit,ACH-000959
gemcitabine,4,fit,ACH-000882
gemcitabine,4,fit,ACH-000022
gemcitabine,4,fit,ACH-000971
gemcitabine,4,fit,ACH-000785
gemcitabine,4,fit,ACH-000279
gemcitabine,4,fit,ACH-000265
gemcitabine,4,fit,ACH-000347
gemcitabine,4,fit,ACH-000804
gemcitabine,4,fit,ACH-000835
gemcitabine,4,fit,ACH-000721
gemcitabine,4,fit,ACH-000118
gemcitabine,4,fit,ACH-000521
gemcitabine,4,fit,ACH-000853
gemcitabine,4,fit,ACH-000260
gemcitabine,4,fit,ACH-000693
gemcitabine,4,fit,ACH-000281
gemcitabine,4,fit,ACH-000086
gemcitabine,4,fit,ACH-000364
gemcitabine,4,fit,ACH-000954
gemcitabine,4,fit,ACH-000517
gemcitabine,4,fit,ACH-000776
gemcitabine,4,fit,ACH-000308
gemcitabine,4,fit,ACH-000159
gemcitabine,4,fit,ACH-000589
gemcitabine,4,fit,ACH-000679
gemcitabine,4,fit,ACH-000142
gemcitabine,4,fit,ACH-000367
gemcitabine,4,fit,ACH-000764
gemcitabine,4,fit,ACH-000855
gemcitabine,4,fit,ACH-000826
gemcitabine,4,fit,ACH-000943
gemcitabine,4,fit,ACH-000837
gemcitabine,4,fit,ACH-000769
gemcitabine,4,fit,ACH-000117
gemcitabine,4,fit,ACH-000335
gemcitabine,4,fit,ACH-000856
gemcitabine,4,fit,ACH-000936
gemcitabine,4,fit,ACH-000732
gemcitabine,4,fit,ACH-000318
gemcitabine,4,fit,ACH-000062
gemcitabine,4,fit,ACH-000735
gemcitabine,4,fit,ACH-000452
gemcitabine,4,fit,ACH-000021
gemcitabine,4,fit,ACH-000502
gemcitabine,4,fit,ACH-000832
gemcitabine,4,fit,ACH-000192
gemcitabine,4,fit,ACH-000250
gemcitabine,4,fit,ACH-000966
gemcitabine,4,fit,ACH-000961
gemcitabine,4,fit,ACH-000929
gemcitabine,4,fit,ACH-000368
gemcitabine,4,fit,ACH-000123
gemcitabine,4,fit,ACH-000217
gemcitabine,4,fit,ACH-000420
gemcitabine,4,fit,ACH-000313
gemcitabine,4,fit,ACH-000023
gemcitabine,4,fit,ACH-000210
gemcitabine,4,fit,ACH-000444
gemcitabine,4,fit,ACH-000651
gemcitabine,4,fit,ACH-000977
gemcitabine,4,fit,ACH-000997
gemcitabine,4,fit,ACH-000781
gemcitabine,4,fit,ACH-000572
gemcitabine,4,calibration,ACH-000880
gemcitabine,4,calibration,ACH-000724
gemcitabine,4,calibration,ACH-000099
gemcitabine,4,calibration,ACH-000040
gemcitabine,4,calibration,ACH-001190
gemcitabine,4,calibration,ACH-000445
gemcitabine,4,calibration,ACH-000734
gemcitabine,4,calibration,ACH-000766
gemcitabine,4,calibration,ACH-000719
gemcitabine,4,calibration,ACH-000228
gemcitabine,4,calibration,ACH-000488
gemcitabine,4,calibration,ACH-000919
gemcitabine,4,calibration,ACH-000671
gemcitabine,4,calibration,ACH-000950
gemcitabine,4,calibration,ACH-000018
gemcitabine,4,calibration,ACH-000665
gemcitabine,4,calibration,ACH-000302
gemcitabine,4,calibration,ACH-000822
gemcitabine,4,calibration,ACH-000537
gemcitabine,4,calibration,ACH-000917
gemcitabine,4,calibration,ACH-000163
gemcitabine,4,calibration,ACH-000948
gemcitabine,4,calibration,ACH-000805
gemcitabine,4,calibration,ACH-000756
gemcitabine,4,calibration,ACH-000211
gemcitabine,4,calibration,ACH-000433
gemcitabine,4,calibration,ACH-000618
gemcitabine,4,calibration,ACH-000500
gemcitabine,4,calibration,ACH-000174
gemcitabine,4,calibration,ACH-000927
gemcitabine,4,calibration,ACH-000836
gemcitabine,4,calibration,ACH-000391
gemcitabine,4,calibration,ACH-000060
gemcitabine,4,calibration,ACH-000090
gemcitabine,4,calibration,ACH-000092
gemcitabine,4,calibration,ACH-000921
gemcitabine,4,calibration,ACH-000913
gemcitabine,4,calibration,ACH-000941
gemcitabine,4,calibration,ACH-000614
gemcitabine,4,calibration,ACH-000510
gemcitabine,4,calibration,ACH-000476
gemcitabine,4,calibration,ACH-000132
gemcitabine,4,calibration,ACH-000784
gemcitabine,4,calibration,ACH-000416
gemcitabine,4,calibration,ACH-000605
gemcitabine,4,calibration,ACH-000015
gemcitabine,4,calibration,ACH-000270
gemcitabine,4,calibration,ACH-000845
gemcitabine,4,test,ACH-000008
gemcitabine,4,test,ACH-000627
gemcitabine,4,test,ACH-000704
gemcitabine,4,test,ACH-000552
gemcitabine,4,test,ACH-000858
gemcitabine,4,test,ACH-000544
gemcitabine,4,test,ACH-000643
gemcitabine,4,test,ACH-000261
gemcitabine,4,test,ACH-000164
gemcitabine,4,test,ACH-000814
gemcitabine,4,test,ACH-000842
gemcitabine,4,test,ACH-000087
gemcitabine,4,test,ACH-000403
gemcitabine,4,test,ACH-000924
gemcitabine,4,test,ACH-000273
gemcitabine,4,test,ACH-000479
gemcitabine,4,test,ACH-000988
gemcitabine,4,test,ACH-000956
gemcitabine,4,test,ACH-000007
gemcitabine,4,test,ACH-001239
gemcitabine,4,test,ACH-000592
gemcitabine,4,test,ACH-000667
gemcitabine,4,test,ACH-000524
gemcitabine,4,test,ACH-000747
gemcitabine,4,test,ACH-000417
gemcitabine,4,test,ACH-000839
gemcitabine,4,test,ACH-000730
gemcitabine,4,test,ACH-000661
gemcitabine,4,test,ACH-000979
gemcitabine,4,test,ACH-000343
gemcitabine,4,test,ACH-000994
gemcitabine,4,test,ACH-000738
gemcitabine,4,test,ACH-000082
gemcitabine,4,test,ACH-000879
gemcitabine,4,test,ACH-000137
gemcitabine,4,test,ACH-000147
gemcitabine,4,test,ACH-001318
gemcitabine,4,test,ACH-000447
gemcitabine,4,test,ACH-000319
gemcitabine,4,test,ACH-000221
gemcitabine,4,test,ACH-000457
gemcitabine,4,test,ACH-000352
gemcitabine,4,test,ACH-000468
gemcitabine,4,test,ACH-000827
gemcitabine,4,test,ACH-000833
gemcitabine,4,test,ACH-000013
gemcitabine,4,test,ACH-000777
gemcitabine,4,test,ACH-000312
gemcitabine,4,test,ACH-000869
gemcitabine,4,test,ACH-000582
gemcitabine,4,test,ACH-000471
gemcitabine,4,test,ACH-000888
gemcitabine,4,test,ACH-000796
gemcitabine,4,test,ACH-000469
gemcitabine,4,test,ACH-000701
gemcitabine,4,test,ACH-000542
gemcitabine,4,test,ACH-000996
gemcitabine,4,test,ACH-000973
gemcitabine,4,test,ACH-000750
gemcitabine,5,fit,ACH-000062
gemcitabine,5,fit,ACH-000164
gemcitabine,5,fit,ACH-000308
gemcitabine,5,fit,ACH-000476
gemcitabine,5,fit,ACH-000842
gemcitabine,5,fit,ACH-000661
gemcitabine,5,fit,ACH-000364
gemcitabine,5,fit,ACH-000361
gemcitabine,5,fit,ACH-000791
gemcitabine,5,fit,ACH-000457
gemcitabine,5,fit,ACH-000833
gemcitabine,5,fit,ACH-000747
gemcitabine,5,fit,ACH-000445
gemcitabine,5,fit,ACH-000738
gemcitabine,5,fit,ACH-000137
gemcitabine,5,fit,ACH-000277
gemcitabine,5,fit,ACH-000048
gemcitabine,5,fit,ACH-000221
gemcitabine,5,fit,ACH-000913
gemcitabine,5,fit,ACH-000082
gemcitabine,5,fit,ACH-000270
gemcitabine,5,fit,ACH-000643
gemcitabine,5,fit,ACH-000012
gemcitabine,5,fit,ACH-000087
gemcitabine,5,fit,ACH-000814
gemcitabine,5,fit,ACH-000108
gemcitabine,5,fit,ACH-000778
gemcitabine,5,fit,ACH-000781
gemcitabine,5,fit,ACH-000662
gemcitabine,5,fit,ACH-000331
gemcitabine,5,fit,ACH-000092
gemcitabine,5,fit,ACH-000155
gemcitabine,5,fit,ACH-000099
gemcitabine,5,fit,ACH-000977
gemcitabine,5,fit,ACH-000589
gemcitabine,5,fit,ACH-000015
gemcitabine,5,fit,ACH-000899
gemcitabine,5,fit,ACH-000905
gemcitabine,5,fit,ACH-000481
gemcitabine,5,fit,ACH-000948
gemcitabine,5,fit,ACH-000927
gemcitabine,5,fit,ACH-000502
gemcitabine,5,fit,ACH-000318
gemcitabine,5,fit,ACH-000730
gemcitabine,5,fit,ACH-000996
gemcitabine,5,fit,ACH-000281
gemcitabine,5,fit,ACH-000637
gemcitabine,5,fit,ACH-000628
gemcitabine,5,fit,ACH-000351
gemcitabine,5,fit,ACH-000383
gemcitabine,5,fit,ACH-000147
gemcitabine,5,fit,ACH-000037
gemcitabine,5,fit,ACH-000332
gemcitabine,5,fit,ACH-000804
gemcitabine,5,fit,ACH-000420
gemcitabine,5,fit,ACH-000273
gemcitabine,5,fit,ACH-000524
gemcitabine,5,fit,ACH-000545
gemcitabine,5,fit,ACH-000866
gemcitabine,5,fit,ACH-000856
gemcitabine,5,fit,ACH-000836
gemcitabine,5,fit,ACH-000261
gemcitabine,5,fit,ACH-000855
gemcitabine,5,fit,ACH-000678
gemcitabine,5,fit,ACH-000450
gemcitabine,5,fit,ACH-000319
gemcitabine,5,fit,ACH-000397
gemcitabine,5,fit,ACH-000601
gemcitabine,5,fit,ACH-000701
gemcitabine,5,fit,ACH-000505
gemcitabine,5,fit,ACH-000322
gemcitabine,5,fit,ACH-000693
gemcitabine,5,fit,ACH-000988
gemcitabine,5,fit,ACH-000217
gemcitabine,5,fit,ACH-000587
gemcitabine,5,fit,ACH-000979
gemcitabine,5,fit,ACH-000153
gemcitabine,5,fit,ACH-000537
gemcitabine,5,fit,ACH-000437
gemcitabine,5,fit,ACH-000834
gemcitabine,5,fit,ACH-000552
gemcitabine,5,fit,ACH-000086
gemcitabine,5,fit,ACH-000343
gemcitabine,5,fit,ACH-000941
gemcitabine,5,fit,ACH-000292
gemcitabine,5,fit,ACH-000869
gemcitabine,5,fit,ACH-000667
gemcitabine,5,fit,ACH-000921
gemcitabine,5,fit,ACH-000968
gemcitabine,5,fit,ACH-000839
gemcitabine,5,fit,ACH-000572
gemcitabine,5,fit,ACH-000488
gemcitabine,5,fit,ACH-000811
gemcitabine,5,fit,ACH-001075
gemcitabine,5,fit,ACH-000888
gemcitabine,5,fit,ACH-000827
gemcitabine,5,fit,ACH-000469
gemcitabine,5,fit,ACH-000843
gemcitabine,5,fit,ACH-000480
gemcitabine,5,fit,ACH-000500
gemcitabine,5,fit,ACH-000376
gemcitabine,5,fit,ACH-000614
gemcitabine,5,fit,ACH-000504
gemcitabine,5,fit,ACH-000471
gemcitabine,5,fit,ACH-000316
gemcitabine,5,fit,ACH-000008
gemcitabine,5,fit,ACH-000627
gemcitabine,5,fit,ACH-000906
gemcitabine,5,fit,ACH-000848
gemcitabine,5,fit,ACH-000776
gemcitabine,5,fit,ACH-000901
gemcitabine,5,fit,ACH-000484
gemcitabine,5,fit,ACH-000853
gemcitabine,5,fit,ACH-000750
gemcitabine,5,fit,ACH-000174
gemcitabine,5,fit,ACH-000052
gemcitabine,5,fit,ACH-000097
gemcitabine,5,fit,ACH-000347
gemcitabine,5,fit,ACH-000542
gemcitabine,5,fit,ACH-000579
gemcitabine,5,fit,ACH-000359
gemcitabine,5,fit,ACH-000716
gemcitabine,5,fit,ACH-000803
gemcitabine,5,fit,ACH-000411
gemcitabine,5,fit,ACH-000605
gemcitabine,5,fit,ACH-001128
gemcitabine,5,fit,ACH-001307
gemcitabine,5,fit,ACH-000805
gemcitabine,5,fit,ACH-000417
gemcitabine,5,fit,ACH-000139
gemcitabine,5,fit,ACH-000415
gemcitabine,5,fit,ACH-000720
gemcitabine,5,fit,ACH-000007
gemcitabine,5,fit,ACH-000858
gemcitabine,5,fit,ACH-000748
gemcitabine,5,fit,ACH-000849
gemcitabine,5,fit,ACH-000429
gemcitabine,5,fit,ACH-000771
gemcitabine,5,fit,ACH-000118
gemcitabine,5,fit,ACH-000018
gemcitabine,5,fit,ACH-000880
gemcitabine,5,fit,ACH-000961
gemcitabine,5,fit,ACH-001190
gemcitabine,5,fit,ACH-000622
gemcitabine,5,fit,ACH-000724
gemcitabine,5,fit,ACH-000223
gemcitabine,5,fit,ACH-000189
gemcitabine,5,fit,ACH-000013
gemcitabine,5,fit,ACH-000447
gemcitabine,5,fit,ACH-000133
gemcitabine,5,fit,ACH-000671
gemcitabine,5,fit,ACH-000965
gemcitabine,5,fit,ACH-000896
gemcitabine,5,fit,ACH-000618
gemcitabine,5,fit,ACH-000599
gemcitabine,5,fit,ACH-000835
gemcitabine,5,fit,ACH-000486
gemcitabine,5,fit,ACH-000335
gemcitabine,5,fit,ACH-000544
gemcitabine,5,fit,ACH-000956
gemcitabine,5,fit,ACH-000919
gemcitabine,5,fit,ACH-000479
gemcitabine,5,fit,ACH-000403
gemcitabine,5,fit,ACH-000777
gemcitabine,5,fit,ACH-000917
gemcitabine,5,fit,ACH-000503
gemcitabine,5,fit,ACH-000416
gemcitabine,5,fit,ACH-000756
gemcitabine,5,fit,ACH-000352
gemcitabine,5,fit,ACH-000822
gemcitabine,5,fit,ACH-000680
gemcitabine,5,fit,ACH-000759
gemcitabine,5,fit,ACH-000302
gemcitabine,5,fit,ACH-000879
gemcitabine,5,fit,ACH-000237
gemcitabine,5,fit,ACH-000959
gemcitabine,5,fit,ACH-000954
gemcitabine,5,fit,ACH-000493
gemcitabine,5,fit,ACH-000188
gemcitabine,5,fit,ACH-000788
gemcitabine,5,fit,ACH-000939
gemcitabine,5,fit,ACH-000973
gemcitabine,5,fit,ACH-000592
gemcitabine,5,fit,ACH-000882
gemcitabine,5,fit,ACH-000976
gemcitabine,5,fit,ACH-000517
gemcitabine,5,fit,ACH-001239
gemcitabine,5,fit,ACH-000943
gemcitabine,5,fit,ACH-000393
gemcitabine,5,fit,ACH-000060
gemcitabine,5,fit,ACH-000021
gemcitabine,5,calibration,ACH-000898
gemcitabine,5,calibration,ACH-000732
gemcitabine,5,calibration,ACH-000682
gemcitabine,5,calibration,ACH-000936
gemcitabine,5,calibration,ACH-000219
gemcitabine,5,calibration,ACH-000468
gemcitabine,5,calibration,ACH-000679
gemcitabine,5,calibration,ACH-000924
gemcitabine,5,calibration,ACH-000735
gemcitabine,5,calibration,ACH-000535
gemcitabine,5,calibration,ACH-000582
gemcitabine,5,calibration,ACH-000279
gemcitabine,5,calibration,ACH-000784
gemcitabine,5,calibration,ACH-000967
gemcitabine,5,calibration,ACH-000792
gemcitabine,5,calibration,ACH-000766
gemcitabine,5,calibration,ACH-000367
gemcitabine,5,calibration,ACH-000681
gemcitabine,5,calibration,ACH-000704
gemcitabine,5,calibration,ACH-000620
gemcitabine,5,calibration,ACH-000841
gemcitabine,5,calibration,ACH-000163
gemcitabine,5,calibration,ACH-000312
gemcitabine,5,calibration,ACH-000023
gemcitabine,5,calibration,ACH-000433
gemcitabine,5,calibration,ACH-000684
gemcitabine,5,calibration,ACH-000521
gemcitabine,5,calibration,ACH-000117
gemcitabine,5,calibration,ACH-000997
gemcitabine,5,calibration,ACH-000758
gemcitabine,5,calibration,ACH-000313
gemcitabine,5,calibration,ACH-001318
gemcitabine,5,calibration,ACH-000764
gemcitabine,5,calibration,ACH-000648
gemcitabine,5,calibration,ACH-000228
gemcitabine,5,calibration,ACH-000573
gemcitabine,5,calibration,ACH-000669
gemcitabine,5,calibration,ACH-000532
gemcitabine,5,calibration,ACH-000244
gemcitabine,5,calibration,ACH-000688
gemcitabine,5,calibration,ACH-000159
gemcitabine,5,calibration,ACH-000994
gemcitabine,5,calibration,ACH-000265
gemcitabine,5,calibration,ACH-000796
gemcitabine,5,calibration,ACH-000890
gemcitabine,5,calibration,ACH-000852
gemcitabine,5,calibration,ACH-000207
gemcitabine,5,calibration,ACH-000407
gemcitabine,5,test,ACH-000528
gemcitabine,5,test,ACH-000769
gemcitabine,5,test,ACH-000800
gemcitabine,5,test,ACH-000123
gemcitabine,5,test,ACH-000785
gemcitabine,5,test,ACH-000035
gemcitabine,5,test,ACH-000222
gemcitabine,5,test,ACH-000260
gemcitabine,5,test,ACH-000978
gemcitabine,5,test,ACH-000368
gemcitabine,5,test,ACH-000098
gemcitabine,5,test,ACH-000971
gemcitabine,5,test,ACH-000019
gemcitabine,5,test,ACH-000832
gemcitabine,5,test,ACH-000329
gemcitabine,5,test,ACH-000819
gemcitabine,5,test,ACH-000391
gemcitabine,5,test,ACH-000022
gemcitabine,5,test,ACH-000040
gemcitabine,5,test,ACH-000719
gemcitabine,5,test,ACH-000250
gemcitabine,5,test,ACH-000955
gemcitabine,5,test,ACH-000389
gemcitabine,5,test,ACH-000132
gemcitabine,5,test,ACH-000665
gemcitabine,5,test,ACH-000210
gemcitabine,5,test,ACH-000090
gemcitabine,5,test,ACH-000826
gemcitabine,5,test,ACH-000721
gemcitabine,5,test,ACH-000950
gemcitabine,5,test,ACH-000142
gemcitabine,5,test,ACH-000264
gemcitabine,5,test,ACH-000694
gemcitabine,5,test,ACH-000768
gemcitabine,5,test,ACH-000527
gemcitabine,5,test,ACH-000734
gemcitabine,5,test,ACH-000845
gemcitabine,5,test,ACH-000783
gemcitabine,5,test,ACH-000141
gemcitabine,5,test,ACH-000810
gemcitabine,5,test,ACH-000395
gemcitabine,5,test,ACH-000837
